"DateEx","Location","Program","Observers","SongbirdNets","NonSongbirdNets","JTrap","OtherTrap","Heliogoland","VisibleMigration","CoverageCode"
9/30/2011 0:00:00,"MBO","FMMP2011",16.8,74.00,0,0,0,0,0,4.5
9/30/2011 0:00:00,"MBO","OWLS2011",,42.00,,,,0,,
10/1/2011 0:00:00,"MBO","FMMP2011",19,80.00,,,,0,,5
10/2/2011 0:00:00,"MBO","FMMP2011",18.3,71.00,0,0,0,0,0,4.5
10/2/2011 0:00:00,"MBO","OWLS2011",,25.00,,,,,,
10/3/2011 0:00:00,"MBO","FMMP2011",21,64.00,0,0,0,0,0,4.5
10/3/2011 0:00:00,"MBO","OWLS2011",,42.00,,,,,,
10/4/2011 0:00:00,"MBO","FMMP2011",19,80.00,0,0,0,0,0,5
10/4/2011 0:00:00,"MBO","OWLS2011",,73.50,,,,,,
10/5/2011 0:00:00,"MBO","FMMP2011",21,70.00,0,0,0,0,0,4.5
10/5/2011 0:00:00,"MBO","OWLS2011",,73.50,,,,,,
10/6/2011 0:00:00,"MBO","FMMP2011",15.5,80.00,0,0,0,0,0,5
10/6/2011 0:00:00,"MBO","OWLS2011",,71.20,,,,,,
10/7/2011 0:00:00,"MBO","FMMP2011",7,80.00,0,0,0,0,0,4.5
10/7/2011 0:00:00,"MBO","OWLS2011",,64.80,,,,,,
10/8/2011 0:00:00,"MBO","FMMP2011",13.3,80.00,0,0,0,0,0,5
10/8/2011 0:00:00,"MBO","OWLS2011",,42.00,,,,,,
10/9/2011 0:00:00,"MBO","FMMP2011",14.5,80.00,0,0,0,0,0,5
10/9/2011 0:00:00,"MBO","OWLS2011",,32.10,,,,,,
10/10/2011 0:00:00,"MBO","FMMP2011",9,80.00,0,0,0,0,0,5
10/10/2011 0:00:00,"MBO","OWLS2011",,70.00,,,,,,
10/11/2011 0:00:00,"MBO","FMMP2011",14,72.00,0,0,0,0,0,4.5
10/11/2011 0:00:00,"MBO","OWLS2011",,32.10,,,,,,
10/12/2011 0:00:00,"MBO","FMMP2011",16,80.00,,,,0,,5
10/12/2011 0:00:00,"MBO","OWLS2011",,43.80,,,,,,
10/13/2011 0:00:00,"MBO","FMMP2011",5.3,15.00,0,0,0,0,0,2.5
10/13/2011 0:00:00,"MBO","OWLS2011",,38.50,,,,,,
10/14/2011 0:00:00,"MBO","FMMP2011",1,0.00,0,0,0,0,0,1.5
10/15/2011 0:00:00,"MBO","FMMP2011",1,0.00,0,0,0,0,0,1.5
10/16/2011 0:00:00,"MBO","FMMP2011",7,60.00,0,0,0,0,0,4
10/16/2011 0:00:00,"MBO","OWLS2011",,47.30,,,,,,
10/17/2011 0:00:00,"MBO","FMMP2011",8,80.00,0,0,0,0,0,4.5
10/18/2011 0:00:00,"MBO","FMMP2011",7.5,80.00,0,0,0,0,0,4.5
10/18/2011 0:00:00,"MBO","OWLS2011",,70.00,,,,,,
10/19/2011 0:00:00,"MBO","FMMP2011",5,76.00,0,0,0,0,0,4
10/20/2011 0:00:00,"MBO","FMMP2011",3,0.00,0,0,0,0,0,2
10/20/2011 0:00:00,"MBO","OWLS2011",,64.80,,,,,,
10/21/2011 0:00:00,"MBO","FMMP2011",6,70.00,0,0,0,0,0,4
10/21/2011 0:00:00,"MBO","OWLS2011",,57.80,,,,,,
10/22/2011 0:00:00,"MBO","FMMP2011",6,80.00,0,0,0,0,0,4.5
10/22/2011 0:00:00,"MBO","OWLS2011",,77.00,,,,,,
10/23/2011 0:00:00,"MBO","FMMP2011",19.5,80.00,0,0,0,0,0,5
10/23/2011 0:00:00,"MBO","OWLS2011",,57.80,,,,,,
10/24/2011 0:00:00,"MBO","FMMP2011",6,80.00,0,0,0,0,0,4.5
10/24/2011 0:00:00,"MBO","OWLS2011",,47.30,,,,,,
10/25/2011 0:00:00,"MBO","FMMP2011",15.5,80.00,0,0,0,0,0,5
10/25/2011 0:00:00,"MBO","OWLS2011",,52.50,,,,,,
10/26/2011 0:00:00,"MBO","FMMP2011",7.5,80.00,0,0,0,0,0,4.5
10/26/2011 0:00:00,"MBO","OWLS2011",,70.00,,,,,,
10/27/2011 0:00:00,"MBO","FMMP2011",11.3,80.00,0,0,0,0,0,5
10/27/2011 0:00:00,"MBO","OWLS2011",,70.00,,,,,,
10/28/2011 0:00:00,"MBO","FMMP2011",13.3,78.00,0,0,0,0,0,5
10/28/2011 0:00:00,"MBO","OWLS2011",,64.80,,,,,,
10/29/2011 0:00:00,"MBO","FMMP2011",10.3,80.00,0,0,0,0,0,5
10/29/2011 0:00:00,"MBO","OWLS2011",,70.00,,,,,,
10/30/2011 0:00:00,"MBO","FMMP2011",5.5,80.00,0,0,0,0,0,4
10/30/2011 0:00:00,"MBO","OWLS2011",,73.50,,,,,,
10/31/2011 0:00:00,"MBO","OWLS2011",,75.30,,,,,,
11/1/2011 0:00:00,"MBO","OWLS2011",,75.30,,,,,,
11/2/2011 0:00:00,"MBO","OWLS2011",,64.80,,,,,,
11/2/2011 0:00:00,"MBO","WINTER2011-12",0,15.00,0,0,0,,0,0
11/3/2011 0:00:00,"MBO","OWLS2011",,70.00,,,,,,
11/4/2011 0:00:00,"MBO","OWLS2011",,70.00,,,,,,
11/4/2011 0:00:00,"MBO","WINTER2011-12",0,17.50,0,0,0,,0,0
11/5/2011 0:00:00,"MBO","OWLS2011",,70.00,,,,,,
11/6/2011 0:00:00,"MBO","OWLS2011",,75.30,,,,,,
11/7/2011 0:00:00,"MBO","OWLS2011",,75.30,,,,,,
11/7/2011 0:00:00,"MBO","WINTER2011-12",0,20.00,0,0,0,,0,0
11/8/2011 0:00:00,"MBO","OWLS2011",,70.00,,,,,,
11/9/2011 0:00:00,"MBO","OWLS2011",,78.80,,,,,,
11/9/2011 0:00:00,"MBO","WINTER2011-12",0,20.00,0,0,0,,0,0
11/10/2011 0:00:00,"MBO","OWLS2011",,42.00,,,,,,
11/11/2011 0:00:00,"MBO","OWLS2011",,73.50,,,,,,
11/12/2011 0:00:00,"MBO","OWLS2011",,75.30,,,,,,
11/13/2011 0:00:00,"MBO","OWLS2011",,42.00,,,,,,
11/13/2011 0:00:00,"MBO","WINTER2011-12",0,22.50,0,0,0,,0,0
11/15/2011 0:00:00,"MBO","OWLS2011",,75.30,,,,,,
11/15/2011 0:00:00,"MBO","WINTER2011-12",0,0.00,0,0,0,,0,0
11/17/2011 0:00:00,"MBO","WINTER2011-12",0,22.50,0,0,0,,0,0
11/18/2011 0:00:00,"MBO","WINTER2011-12",0,20.00,0,0,0,,0,0
11/22/2011 0:00:00,"MBO","WINTER2011-12",0,20.00,0,0,0,,0,0
11/25/2011 0:00:00,"MBO","WINTER2011-12",0,20.00,0,0,0,,0,0
12/1/2011 0:00:00,"MBO","WINTER2011-12",0,16.50,0,0,0,,0,0
12/7/2011 0:00:00,"MBO","WINTER2011-12",0,18.00,0,0,0,,0,0
12/10/2011 0:00:00,"MBO","WINTER2011-12",0,20.00,0,0,0,,0,0
12/12/2011 0:00:00,"MBO","WINTER2011-12",0,20.00,0,0,0,,0,0
1/3/2012 0:00:00,"MBO","WINTER2011-12",0,0.00,0,0,0,,0,0
1/8/2012 0:00:00,"MBO","WINTER2011-12",0,0.00,0,0,0,,0,0
1/8/2012 0:00:00,"MIR","SNBU2011-12",,0.00,,,,0,,
1/12/2012 0:00:00,"MIR","SNBU2011-12",,0.00,,,,0,,
1/14/2012 0:00:00,"MIR","SNBU2011-12",,0.00,,,,0,,
1/17/2012 0:00:00,"MIR","SNBU2011-12",,0.00,,,,0,,
1/19/2012 0:00:00,"MIR","SNBU2011-12",,0.00,,,,0,,
1/22/2012 0:00:00,"MIR","SNBU2011-12",,0.00,,,,0,,
1/23/2012 0:00:00,"MBO","WINTER2011-12",0,0.00,0,0,0,,0,0
1/24/2012 0:00:00,"MIR","SNBU2011-12",,0.00,,,,0,,
1/30/2012 0:00:00,"MIR","SNBU2011-12",,0.00,,,,0,,
2/14/2012 0:00:00,"STBA","WINTEROWLS",,0.00,,,,0,,
2/17/2012 0:00:00,"MBO","WINTER2011-12",0,0.00,0,0,0,,0,0
2/23/2012 0:00:00,"MBO","WINTER2011-12",0,15.00,0,0,0,,0,0
2/28/2012 0:00:00,"MBO","WINTER2011-12",0,0.00,0,0,0,,0,0
3/2/2012 0:00:00,"RIM1","WINTEROWLS",,0.00,,,,0,,
3/18/2012 0:00:00,"MBO","WINTER2011-12",0,10.00,0,0,0,,0,0
3/20/2012 0:00:00,"MBO","WINTER2011-12",0,23.70,0,0,0,,0,0
3/22/2012 0:00:00,"MBO","WINTER2011-12",0,15.00,0,0,0,,0,0
3/23/2012 0:00:00,"MBO","WINTER2011-12",0,0.00,0,0,0,,0,0
3/27/2012 0:00:00,"MBO","WINTER2011-12",0,0.00,0,0,0,,0,0
3/28/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
3/29/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
3/30/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
3/31/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/1/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/2/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/3/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/4/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/5/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/6/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/7/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/8/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/9/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/10/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/11/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/12/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/13/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/14/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/15/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/16/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/17/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
4/18/2012 0:00:00,"MBO","SMMP2012",17,80.00,0,0,0,0,0,5
4/19/2012 0:00:00,"MBO","SMMP2012",8,80.00,0,0,0,0,0,4.5
4/20/2012 0:00:00,"MBO","SMMP2012",5,24.00,0,0,0,0,0,2.5
4/21/2012 0:00:00,"MBO","SMMP2012",7,26.00,0,0,0,0,0,3.5
4/22/2012 0:00:00,"MBO","SMMP2012",14.3,80.00,0,0,0,0,0,5
4/23/2012 0:00:00,"MBO","SMMP2012",0.5,0.00,0,0,0,0,0,1.5
4/24/2012 0:00:00,"MBO","SMMP2012",10.8,56.00,0,0,0,0,0,4.5
4/25/2012 0:00:00,"MBO","SMMP2012",7.5,12.00,0,0,0,0,0,3
4/25/2012 0:00:00,"RIM1","WINTEROWLS",,0.00,,,,0,,
4/26/2012 0:00:00,"MBO","SMMP2012",6.8,80.00,0,0,0,0,0,4.5
4/27/2012 0:00:00,"MBO","SMMP2012",13.8,62.00,0,0,0,0,0,4.5
4/28/2012 0:00:00,"MBO","SMMP2012",10.5,75.00,0,0,0,0,0,5
4/29/2012 0:00:00,"MBO","SMMP2012",12.5,80.00,0,0,0,0,0,5
4/30/2012 0:00:00,"MBO","SMMP2012",11.3,80.00,0,0,0,0,0,5
5/1/2012 0:00:00,"MBO","SMMP2012",1.5,0.00,0,0,0,0,0,1.5
5/2/2012 0:00:00,"MBO","SMMP2012",23,80.00,0,0,0,0,0,5
5/3/2012 0:00:00,"MBO","SMMP2012",14.8,80.00,0,0,0,0,0,5
5/4/2012 0:00:00,"MBO","SMMP2012",3,8.00,0,0,0,0,0,2.5
5/5/2012 0:00:00,"MBO","SMMP2012",15.5,80.00,0,0,0,0,0,5
5/6/2012 0:00:00,"MBO","SMMP2012",14.5,80.00,0,0,0,0,0,5
5/7/2012 0:00:00,"MBO","NEST2012",0,0.00,0,0,0,,0,0
5/7/2012 0:00:00,"MBO","SMMP2012",15,80.00,0,0,0,0,0,5
5/8/2012 0:00:00,"MBO","SMMP2012",2.5,0.00,0,0,0,0,0,1.5
5/9/2012 0:00:00,"MBO","SMMP2012",18,48.00,0,0,0,0,0,4
5/10/2012 0:00:00,"MBO","SMMP2012",6,80.00,0,0,0,0,0,4.5
5/11/2012 0:00:00,"MBO","SMMP2012",11,80.00,0,0,0,0,0,5
5/12/2012 0:00:00,"MBO","SMMP2012",14,80.00,0,0,0,0,0,5
5/13/2012 0:00:00,"MBO","NEST2012",0,0.00,0,0,0,,0,0
5/13/2012 0:00:00,"MBO","SMMP2012",11,27.00,0,0,0,0,0,4
5/14/2012 0:00:00,"MBO","SMMP2012",10.8,80.00,0,0,0,0,0,5
5/15/2012 0:00:00,"MBO","SMMP2012",15,72.00,0,0,0,0,0,4.5
5/16/2012 0:00:00,"MBO","SMMP2012",20,80.00,0,0,0,0,0,5
5/17/2012 0:00:00,"MBO","SMMP2012",16,80.00,0,0,0,0,0,5
5/18/2012 0:00:00,"MBO","SMMP2012",11.8,80.00,0,0,0,0,0,5
5/19/2012 0:00:00,"MBO","SMMP2012",22.5,80.00,0,0,0,0,0,5
5/20/2012 0:00:00,"MBO","SMMP2012",18.2,80.00,0,0,0,0,0,5
5/21/2012 0:00:00,"MBO","SMMP2012",15.5,80.00,0,0,0,0,0,5
5/22/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,0,0,1
5/23/2012 0:00:00,"MBO","SMMP2012",16.8,80.00,0,0,0,,0,5
5/24/2012 0:00:00,"MBO","SMMP2012",17.5,80.00,0,0,0,,0,5
5/25/2012 0:00:00,"MBO","SMMP2012",9,80.00,0,0,0,,0,5
5/26/2012 0:00:00,"MBO","SMMP2012",23.5,80.00,0,0,0,,0,5
5/27/2012 0:00:00,"MBO","SMMP2012",22.4,80.00,,,,0,,5
5/28/2012 0:00:00,"MBO","SMMP2012",18.2,80.00,0,0,0,,0,5
5/29/2012 0:00:00,"MBO","SMMP2012",2.5,12.00,0,0,0,,0,2
5/30/2012 0:00:00,"MBO","SMMP2012",17.9,80.00,0,0,0,,0,5
5/31/2012 0:00:00,"MBO","SMMP2012",16,76.00,0,0,0,,0,5
6/1/2012 0:00:00,"MBO","SMMP2012",9.5,80.00,0,0,0,,0,5
6/2/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,,0,1
6/3/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,,0,1
6/4/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,,0,1
6/5/2012 0:00:00,"MBO","MAPS2012",0,54.00,0,0,0,,0,0
6/5/2012 0:00:00,"MBO","SMMP2012",0,0.00,0,0,0,,0,1
6/14/2012 0:00:00,"MBO","MAPS2012",0,0.00,0,0,0,,0,0
6/16/2012 0:00:00,"MBO","MAPS2012",0,54.00,0,0,0,,0,0
6/19/2012 0:00:00,"MBO","NEST2012",0,0.00,0,0,0,,0,0
6/23/2012 0:00:00,"MBO","MAPS2012",0,54.00,0,0,0,,0,0
6/26/2012 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
7/6/2012 0:00:00,"MBO","MAPS2012",0,54.00,0,0,0,,0,0
7/7/2012 0:00:00,"DORV","NEST2012",,0.00,,,,0,,
7/10/2012 0:00:00,"MBO","NEST2012",0,0.00,0,0,0,,0,0
7/14/2012 0:00:00,"MBO","MAPS2012",0,54.00,0,0,0,,0,0
7/23/2012 0:00:00,"MBO","MAPS2012",0,54.00,0,0,0,,0,0
7/27/2012 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
7/30/2012 0:00:00,"MBO","MAPS2012",0,54.00,0,0,0,,0,0
8/1/2012 0:00:00,"MBO","FMMP2012",13.5,80.00,0,0,0,0,0,5
8/2/2012 0:00:00,"MBO","FMMP2012",11.2,80.00,0,0,0,0,0,5
8/3/2012 0:00:00,"MBO","FMMP2012",8.8,80.00,0,0,0,0,0,4.5
8/4/2012 0:00:00,"MBO","FMMP2012",9.5,80.00,0,0,0,0,0,5
8/5/2012 0:00:00,"MBO","FMMP2012",10.5,80.00,0,0,0,0,0,5
8/6/2012 0:00:00,"MBO","FMMP2012",13,80.00,0,0,0,0,0,5
8/7/2012 0:00:00,"MBO","FMMP2012",16.3,80.00,0,0,0,0,0,5
8/8/2012 0:00:00,"MBO","FMMP2012",24.8,80.00,0,0,0,0,0,5
8/9/2012 0:00:00,"MBO","FMMP2012",6.5,80.00,0,0,0,0,0,4.5
8/10/2012 0:00:00,"MBO","FMMP2012",6.5,72.00,,,,0,,4
8/11/2012 0:00:00,"MBO","FMMP2012",9.3,80.00,0,0,0,0,0,5
8/12/2012 0:00:00,"MBO","FMMP2012",12,80.00,0,0,0,0,0,5
8/13/2012 0:00:00,"MBO","FMMP2012",7,80.00,0,0,0,0,0,4.5
8/14/2012 0:00:00,"MBO","FMMP2012",8,80.00,0,0,0,0,0,4.5
8/15/2012 0:00:00,"MBO","FMMP2012",14.8,60.00,0,0,0,0,0,4.5
8/16/2012 0:00:00,"MBO","FMMP2012",3,80.00,,,,0,,4
8/17/2012 0:00:00,"MBO","FMMP2012",13,80.00,0,0,0,0,0,5
8/18/2012 0:00:00,"MBO","FMMP2012",12,80.00,0,0,0,0,0,5
8/19/2012 0:00:00,"MBO","FMMP2012",13.8,80.00,0,0,0,0,0,5
8/20/2012 0:00:00,"MBO","FMMP2012",9.5,80.00,0,0,0,0,0,5
8/21/2012 0:00:00,"MBO","FMMP2012",5,80.00,0,0,0,0,0,4
8/22/2012 0:00:00,"MBO","FMMP2012",12,80.00,0,0,0,0,0,5
8/23/2012 0:00:00,"MBO","FMMP2012",8.5,80.00,0,0,0,0,0,4.5
8/24/2012 0:00:00,"MBO","FMMP2012",6.5,80.00,0,0,0,0,0,4.5
8/24/2012 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
8/25/2012 0:00:00,"MBO","FMMP2012",15.5,80.00,0,0,0,,0,5
8/26/2012 0:00:00,"MBO","FMMP2012",15,80.00,0,0,0,0,0,5
8/27/2012 0:00:00,"MBO","FMMP2012",13,80.00,0,0,0,0,0,5
8/28/2012 0:00:00,"MBO","FMMP2012",15.5,80.00,0,0,0,0,0,5
8/29/2012 0:00:00,"MBO","FMMP2012",9,80.00,,,,,,5
8/30/2012 0:00:00,"MBO","FMMP2012",7,80.00,,,,0,,4.5
8/30/2012 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
8/31/2012 0:00:00,"MBO","FMMP2012",8.5,24.80,,,,,,3
8/31/2012 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
9/1/2012 0:00:00,"MBO","FMMP2012",19.5,80.00,,,,,,5
9/2/2012 0:00:00,"MBO","FMMP2012",11,80.00,,,,,,5
9/3/2012 0:00:00,"MBO","FMMP2012",16,80.00,0,0,0,,0,5
9/4/2012 0:00:00,"MBO","FMMP2012",3.8,80.00,,,,,,4
9/5/2012 0:00:00,"MBO","FMMP2012",7.5,80.00,0,0,0,,0,4.5
9/6/2012 0:00:00,"MBO","FMMP2012",7,80.00,0,0,0,,0,4.5
9/7/2012 0:00:00,"MBO","FMMP2012",10.5,80.00,,,,,,5
9/8/2012 0:00:00,"MBO","FMMP2012",7,67.00,0,0,0,,0,4
9/9/2012 0:00:00,"MBO","FMMP2012",18.5,80.00,,,,,,5
9/10/2012 0:00:00,"MBO","FMMP2012",12.5,80.00,,,,,,5
9/11/2012 0:00:00,"MBO","FMMP2012",14,80.00,,,,,,5
9/12/2012 0:00:00,"MBO","FMMP2012",5.5,80.00,,,,,,4
9/13/2012 0:00:00,"MBO","FMMP2012",5.5,80.00,,,,,,4
9/13/2012 0:00:00,"NICH","NICHOIR",,0.00,,,,0,,
9/14/2012 0:00:00,"MBO","FMMP2012",12.5,80.00,0,0,0,,0,5
9/15/2012 0:00:00,"MBO","FMMP2012",18.8,80.00,,,,0,,5
9/16/2012 0:00:00,"MBO","FMMP2012",14.8,80.00,,,,0,,5
9/17/2012 0:00:00,"MBO","FMMP2012",14.3,80.00,0,0,0,,0,5
9/18/2012 0:00:00,"MBO","FMMP2012",14.8,64.00,0,0,0,,0,4.5
9/19/2012 0:00:00,"MBO","FMMP2012",22,70.00,0,0,0,,0,4.5
9/20/2012 0:00:00,"MBO","FMMP2012",19,80.00,0,0,0,,0,5
9/21/2012 0:00:00,"MBO","FMMP2012",19,56.00,,,,,,4.5
9/22/2012 0:00:00,"MBO","FMMP2012",24.8,80.00,0,0,0,,0,5
9/23/2012 0:00:00,"MBO","FMMP2012",17.8,80.00,,,,,,5
9/24/2012 0:00:00,"MBO","FMMP2012",22,80.00,,,,,,5
9/25/2012 0:00:00,"MBO","FMMP2012",19.5,68.00,,,,,,4.5
9/26/2012 0:00:00,"MBO","FMMP2012",10.5,80.00,0,0,0,,0,5
9/26/2012 0:00:00,"MBO","OWLS2012",,85.30,,,,,,
9/27/2012 0:00:00,"MBO","FMMP2012",19,80.00,0,0,0,,0,5
9/27/2012 0:00:00,"MBO","OWLS2012",,88.00,,,,,,
9/28/2012 0:00:00,"MBO","FMMP2012",17.5,80.00,,,,,,5
9/28/2012 0:00:00,"MBO","OWLS2012",,88.00,,,,,,
9/29/2012 0:00:00,"MBO","FMMP2012",19.5,80.00,,,,,,5
9/29/2012 0:00:00,"MBO","OWLS2012",,44.00,,,,,,
9/30/2012 0:00:00,"MBO","FMMP2012",22.3,72.00,0,0,0,,0,4.5
10/1/2012 0:00:00,"MBO","FMMP2012",22.8,80.00,,,,,,5
10/1/2012 0:00:00,"MBO","OWLS2012",,90.80,,,,,,
10/2/2012 0:00:00,"MBO","FMMP2012",14.8,80.00,0,0,0,,0,5
10/2/2012 0:00:00,"MBO","OWLS2012",,89.80,,,,,,
10/3/2012 0:00:00,"MBO","FMMP2012",36.5,80.00,0,0,0,,0,5
10/3/2012 0:00:00,"MBO","OWLS2012",,68.80,,,,,,
10/4/2012 0:00:00,"MBO","FMMP2012",18.5,80.00,,,,,,5
10/4/2012 0:00:00,"MBO","OWLS2012",,68.80,,,,,,
10/5/2012 0:00:00,"MBO","FMMP2012",22.5,75.00,,,,,,5
10/5/2012 0:00:00,"MBO","OWLS2012",,32.00,,,,,,
10/6/2012 0:00:00,"MBO","FMMP2012",3.5,5.00,0,0,0,,0,2.5
10/6/2012 0:00:00,"MBO","OWLS2012",,52.50,,,,,,
10/7/2012 0:00:00,"MBO","FMMP2012",30.3,80.00,0,0,0,,0,5
10/7/2012 0:00:00,"MBO","OWLS2012",,59.00,,,,,,
10/8/2012 0:00:00,"MBO","FMMP2012",16,80.00,0,0,0,,0,5
10/8/2012 0:00:00,"MBO","OWLS2012",,93.50,,,,,,
10/9/2012 0:00:00,"MBO","FMMP2012",12.5,77.50,,,,,,5
10/9/2012 0:00:00,"MBO","OWLS2012",,93.50,,,,,,
10/10/2012 0:00:00,"MBO","FMMP2012",10.5,63.00,,,,,,4.5
10/10/2012 0:00:00,"MBO","OWLS2012",,47.30,,,,,,
10/11/2012 0:00:00,"MBO","FMMP2012",9.8,72.00,,,,,,4.5
10/12/2012 0:00:00,"MBO","FMMP2012",9.8,60.00,,,,,,4.5
10/12/2012 0:00:00,"MBO","OWLS2012",,95.30,,,,,,
10/13/2012 0:00:00,"MBO","FMMP2012",14.5,80.00,,,,,,5
10/13/2012 0:00:00,"MBO","OWLS2012",,44.00,,,,,,
10/14/2012 0:00:00,"MBO","FMMP2012",14.5,64.00,,,,,,4.5
10/14/2012 0:00:00,"MBO","OWLS2012",,26.30,,,,,,
10/15/2012 0:00:00,"MBO","FMMP2012",14,80.00,,,,,,5
10/15/2012 0:00:00,"MBO","OWLS2012",,98.10,,,,,,
10/16/2012 0:00:00,"MBO","FMMP2012",9,60.00,,,,,,4.5
10/16/2012 0:00:00,"MBO","OWLS2012",,97.20,,,,,,
10/17/2012 0:00:00,"MBO","FMMP2012",15.8,80.00,,,,,,5
10/17/2012 0:00:00,"MBO","OWLS2012",,106.00,,,,,,
10/18/2012 0:00:00,"MBO","FMMP2012",7,80.00,0,0,0,,0,4.5
10/18/2012 0:00:00,"MBO","OWLS2012",,107.00,,,,,,
10/19/2012 0:00:00,"MBO","FMMP2012",2.8,21.00,,,,,,2
10/20/2012 0:00:00,"MBO","FMMP2012",10,69.00,,,,,,4.5
10/20/2012 0:00:00,"MBO","OWLS2012",,109.00,,,,,,
10/21/2012 0:00:00,"MBO","FMMP2012",15,64.00,,,,,,4.5
10/21/2012 0:00:00,"MBO","OWLS2012",,28.60,,,,,,
10/22/2012 0:00:00,"MBO","FMMP2012",6.3,60.00,,,,,,4
10/22/2012 0:00:00,"MBO","OWLS2012",,110.00,,,,,,
10/23/2012 0:00:00,"MBO","FMMP2012",13,80.00,,,,,,5
10/23/2012 0:00:00,"MBO","OWLS2012",,110.00,,,,,,
10/24/2012 0:00:00,"MBO","FMMP2012",16.5,80.00,,,,,,5
10/24/2012 0:00:00,"MBO","OWLS2012",,110.00,,,,,,
10/25/2012 0:00:00,"MBO","FMMP2012",8.5,80.00,,,,,,4.5
10/25/2012 0:00:00,"MBO","OWLS2012",,112.00,,,,,,
10/26/2012 0:00:00,"MBO","FMMP2012",13,80.00,,,,,,5
10/26/2012 0:00:00,"MBO","OWLS2012",,102.00,,,,,,
10/27/2012 0:00:00,"MBO","FMMP2012",13.3,80.00,,,,,,5
10/27/2012 0:00:00,"MBO","OWLS2012",,111.00,,,,,,
10/28/2012 0:00:00,"MBO","FMMP2012",13.5,80.00,,,,,,5
10/28/2012 0:00:00,"MBO","OWLS2012",,59.50,,,,,,
10/29/2012 0:00:00,"MBO","FMMP2012",13.3,80.00,,,,,,5
10/30/2012 0:00:00,"MBO","FMMP2012",14.3,24.00,,,,,,3.5
10/30/2012 0:00:00,"MBO","OWLS2012",,26.30,,,,,,
10/31/2012 0:00:00,"MBO","OWLS2012",,75.00,,,,,,
10/31/2012 0:00:00,"MBO","WINTER2012-13",0,12.50,0,0,0,,0,0
11/3/2012 0:00:00,"MBO","OWLS2012",,36.80,,,,,,
11/4/2012 0:00:00,"MBO","OWLS2012",,120.00,,,,,,
11/5/2012 0:00:00,"MBO","OWLS2012",,132.00,,,,,,
11/6/2012 0:00:00,"MBO","OWLS2012",,126.00,,,,,,
11/7/2012 0:00:00,"MBO","OWLS2012",,111.00,,,,,,
11/7/2012 0:00:00,"MBO","WINTER2012-13",,18.70,,,,,,
11/9/2012 0:00:00,"MBO","OWLS2012",,146.00,,,,,,
11/9/2012 0:00:00,"MBO","WINTER2012-13",0,21.20,0,0,0,,0,0
11/10/2012 0:00:00,"MBO","OWLS2012",,108.00,,,,,,
11/10/2012 0:00:00,"MBO","WINTER2012-13",,,,,,,,
11/11/2012 0:00:00,"MBO","OWLS2012",,132.00,,,,,,
11/12/2012 0:00:00,"MBO","OWLS2012",,72.00,,,,,,
11/13/2012 0:00:00,"MBO","OWLS2012",,138.00,,,,,,
11/14/2012 0:00:00,"MBO","OWLS2012",,117.00,,,,,,
11/14/2012 0:00:00,"MBO","WINTER2012-13",0,25.00,0,0,0,,0,0
11/15/2012 0:00:00,"MBO","OWLS2012",,129.00,,,,,,
11/16/2012 0:00:00,"MBO","OWLS2012",,132.00,,,,,,
11/16/2012 0:00:00,"MBO","WINTER2012-13",0,25.00,0,0,0,,0,0
